,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
163,"[23543, 23544]",,,,,,0,,69337.0,1541980800,,,[1743319],1542326400.0,,,,[2],[33],,112079,[71489],,,Toast Time: Smash Up!,,[130],,1.0,,,,[160997],"[261802, 261803, 261804, 261805, 261806, 261807]","[22799, 55179, 87668, 87728, 89025, 90965, 100800, 113895, 117939, 120268]",toast-time-smash-up,,,"Assume the role of TERRY (Toast-Ejecting Recoil & Reload System) - a humble and solitary toaster with an uncontrollable love for English breakfasts, hats and scheduling – and 'lay the table' for your unexpected guests. 
 
Launch toast, crumpets and magnitudes of other breakfast paraphernalia at the beasties. Bounce around and crush them with your hot metallic mass. Tip over bins, and use the environments to your advantage. Drink a little coffee and go a little crazy. Do everything it takes to defend toast time – you are Monday morning's final hope. Have your toast and eat it.","Fresh from the oven, Toast Time: Smash Up brings the unique toast-based recoil/reload action from cult smash hit Toast Time to the multiplayer brawler/esports genre.","[1, 268435489]",[1],,,,1542153600,https://www.igdb.com/games/toast-time-smash-up,,,[23184],"[93470, 93471, 93472]"
164,,,,,,,0,,61231.0,1501545600,,,,1505433600.0,,,,,,,53408,,,,NBA 2K18: Legend Edition,,[130],,1.657063690590725,,,,[173904],,,nba-2k18-legend-edition,,,,"The NBA 2K18 Legend Edition includes the following digital items: 100,000 VC; 20 MyTEAM Packs to build your perfect fantasy team (delivered one a week) featuring a guaranteed Shaq card and one random Team - 2K Free Agent card; Shaq Attaq shoes; Rookie Shaq jersey; Shaq Official Logo shirt; Shaq ""nickname"" jersey; and Shaq Championship ring.",,,,,,1565222400,https://www.igdb.com/games/nba-2k18-legend-edition,26772.0,Legend Edition,,
165,[25406],0.0,1.0,,,,0,,89069.0,1537747200,,,"[1615010, 1709742, 1777737]",1574121600.0,,,,"[1, 2, 3]","[12, 32]",2.0,110314,[83189],[194],,Munchkin: Quacked Quest,,[130],,3.006001519899228,5.0,40.0,1.0,[177749],"[321854, 321855, 321856, 321857, 321858]","[25311, 68582, 80916, 81680, 94772, 96217, 103303, 105269, 111130, 113895]",munchkin-quacked-quest,,,,"Dive into Munchkin: Quacked Quest and re-discover the parody, puns, and humor from the hit card game Munchkin by Steve Jackson. Gather gold, throw your foes (and friends) into sacrifice pits, collect ducks, eliminate the monsters—from reanimated skeletons to the Potted Plant and even the Plutonium Dragon—and reach the highest level to win the game! After all, there’s only one spot at the top and you just found a chainsaw… 
 
Gather your best friends, or enemies (doesn’t matter, you’ll turn on each other either way), and take down the rampaging hordes of monsters! Beat your “allies” to the treasure and gear up with legendary weapons such as the Rat-on-a-Stick, a Scepter that sends love or a Flare Gun.. Fast-playing and silly, Munchkin: Quacked Quest can reduce any roleplaying group to hysteria. And, while they're laughing, you can be the first to grab the ducks.","[1, 268435468, 268435488, 536871106]",[1],,20.0,2.0,1579046400,https://www.igdb.com/games/munchkin-quacked-quest,,,[29960],"[114430, 124566]"
166,,46.0,1.0,,,,0,,52183.0,1494288000,,,"[102508, 251509]",1494460800.0,,,,,[31],,28520,[60731],[1027],,Dark Witch Music Episode: Rudymical,,[130],,1.0,2.0,73.0,1.0,[138636],"[155987, 155988, 155989, 155990, 155991, 155992]","[13189, 25222, 28309, 60931, 65503, 68859, 81275, 108778, 111130, 112416]",dark-witch-music-episode-rudymical,,,,The popular spin-off from Dark Witch Story is now available on Nintendo Switch!,"[268435487, 536871939]",,,59.5,2.0,1566086400,https://www.igdb.com/games/dark-witch-music-episode-rudymical,,,,
167,,,,[23535],,,0,,,1544918400,,,,,,,,"[1, 2]","[9, 33]",,113380,"[72203, 72204]",,,SEGA AGES Puyo Puyo 2,,[130],[4],1.0,,,,[162243],,"[18115, 19222, 85804, 87170, 87507, 89817, 90788, 90965, 95776, 120268]",sega-ages-puyo-puyo-2,,,,An enhanced release of the Arcade version of Puyo Puyo 2.,"[268435465, 268435489]",,,,,1573344000,https://www.igdb.com/games/sega-ages-puyo-puyo-2,45976.0,,,
168,[14476],,,,,,0,,31067.0,1504224000,,,[102301],1496102400.0,,,,,[5],,56030,,"[117, 970, 1025, 4134]",[5016],Astro Duel Deluxe,,[130],,1.0,,77.0,0.0,[115841],"[152310, 152311, 152312]","[17111, 17130, 21564, 55038, 58114, 68286, 68287, 78770, 105269, 113114]",astro-duel-deluxe,,,,Multiplayer competitive spaceship shooting simulator.,"[18, 268435461, 536871029, 536871882, 536871937, 536875046]",[18],,77.0,0.0,1517961600,https://www.igdb.com/games/astro-duel-deluxe,,,,
169,,,,,,,0,,,1541894400,,,,1541548800.0,,,,,,,111909,[71502],,,Roarr! - Jurassic Edition,,[130],,1.687193234161444,,,,[173907],,,roarr-jurassic-edition,,,,"When the aliens arrived, they didn't come in peace. 
 
The invasion was immediate and so overwhelming that humans didn't stand a chance. One thing it wasn't though, was quiet. 
 
A terrible rumble from upstairs woke Sue the Rex up from her slumber. For millennia she was hibernating in her cosy cave but the incessant crescendo of the alien invasion was too much to sleep through. It was time for Rex to go upstairs and give her new neighbours a piece of her mind!",,,,,,1565222400,https://www.igdb.com/games/roarr-jurassic-edition,96870.0,Jurassic Edition,,
170,"[22740, 22745]",74.75,9.0,"[19911, 22653]",,,0,550.0,83021.0,1515628800,,,,1521676800.0,596.0,[596],,"[1, 2, 3, 4]",[25],,81147,"[60018, 60019, 60020, 66409, 66410, 66419]",,,Hyrule Warriors: Definitive Edition,,[130],[2],1.891556231066324,57.0,79.1617768010976,12.0,"[148784, 148785, 152522, 155589]","[142555, 142556, 192179, 192180]","[54775, 76253, 96217, 103168, 103303, 106987, 113109, 115278, 117533, 118490]",hyrule-warriors-definitive-edition,,,,"A new, ultimate version of the exhilarating action game set in the Zelda universe will include every map and mission, plus all 29 playable characters from both the Wii U and Nintendo 3DS versions of the game, along with all of the previous paid downloadable content. Play as Link, Zelda, Midna, Skull Kid and dozens more in action-packed battles at home or on the go. Additionally, the game includes new outfits for Link and Zelda based on the Legend of Zelda: Breath of the Wild game.","[1, 17, 268435481]","[1, 17]",,76.9558884005488,21.0,1579996800,https://www.igdb.com/games/hyrule-warriors-definitive-edition,5314.0,Definitive Edition,[18338],"[65480, 80983]"
171,,,,,,,0,,,1505952000,,,,,1008.0,[1008],,[1],[33],,68356,[54511],,,Arcade Archives: Vs. Clu Clu Land,,[130],[4],1.0,,,,[151468],,"[68458, 87150, 87170, 87514, 87728, 90788, 90965, 91085, 99307, 100934]",arcade-archives-vs-clu-clu-land,,,,"Are you clever enough to unravel the mystery of Clu Clu Land? The evil Sea Urchin has hidden all the gold in Clu Clu Land in an underground mystery maze. It's up to you to find the gold before time runs out! But beware. The Sea Urchin will do everything in his power to stop you. He'll set up traps to trick you, like inviting you into his house where you'll be swallowed alive! Or bounce you against the Rubber Trap and land you flat on your back! But if you, or you and a friend, can control the Sea Urchin by stunning him with electric shockwaves, you just might find out where he's hidden the gold and move on to an exciting bonus round! Collapse",[268435489],,,,,1523664000,https://www.igdb.com/games/arcade-archives-vs-clu-clu-land,40512.0,Arcade Archives,,
172,,,,,,,0,,91693.0,1518220800,,,"[223289, 281416, 577164]",1578960000.0,,,,[1],"[31, 32]",,86574,[92714],,,Squidlit,,[130],,1.0,2.0,70.0,0.0,[188487],"[184835, 184836, 184837, 184838, 184839, 184840]","[29783, 37419, 81275, 96217, 103295, 105447, 111130, 113360, 113895, 115785]",squidlit,,,,"Every day is a wonderful day for invertebrates! Come join the Squidlits of Blipston for a squishy adventure of spoopy castles, muffins, and wiggles! Made with classic handheld technology in mind, Squidlit strives to be the closest modern recreation of GameBoy game-design methods on the market.","[1, 268435487, 268435488]",[1],,70.0,0.0,1581379200,https://www.igdb.com/games/squidlit,,,,"[71668, 72869]"
173,,,,"[8015, 10021, 10022]",,,3,2442.0,19975.0,1484265600,,,"[104310, 250928]",1488499200.0,,,,"[1, 3]","[12, 25, 31]",,26771,"[43593, 43594, 43595]","[296, 960, 1026, 1682, 4239, 4401, 4523, 4672]",,Dragon Quest Heroes I•II,,[130],[2],1.0,4.0,,,"[64195, 64196]","[78173, 78174, 78175, 78176, 78177]","[27092, 28168, 28309, 36198, 54775, 55038, 55092, 55199, 96217, 106987]",dragon-quest-heroes-i-star-ii,,,,"Dragon Quest Heroes 1 and 2 will be packaged together and include all the extra content released for the PS3, PS4, and PS Vita versions of the game.","[1, 17, 268435468, 268435481, 268435487, 536871208, 536871872, 536871938, 536872594, 536875151, 536875313, 536875435, 536875584]","[1, 17]",,,,1518048000,https://www.igdb.com/games/dragon-quest-heroes-i-star-ii,,,[11662],"[49089, 49090]"
174,[24080],46.0,1.0,,[6543],,0,,71554.0,1549756800,,,[1746606],1549497600.0,,,,[1],"[13, 33]",,115109,[74364],,,Sky Gamblers: Afterburner,,[130],"[1, 2]",1.668662846078171,,,,[164884],"[283771, 283772, 283773, 283774, 283775, 283776, 283777, 283778, 283779, 283780, 283781, 283782]","[36258, 78550, 79134, 90965, 101573, 105264, 109462, 112078, 112754, 120268]",sky-gamblers-afterburner--1,,,,"ELITE JET FIGHTER AIR COMBAT 
10 plus years of experience in crafting handheld flight simulators makes Sky Gamblers: Afterburner the definitive flight experience for the Nintendo Switch now available digitally on the Nintendo Switch Game Store.","[39, 268435469, 268435489]",[39],,46.0,1.0,1551830400,https://www.igdb.com/games/sky-gamblers-afterburner--1,,,[24818],[100227]
175,,68.5,2.0,,,,0,2813.0,78422.0,1565740800,,,[1746960],1574121600.0,1003.0,[1003],,"[1, 3]","[8, 33]",,121708,"[82977, 82978]",,,Bubble Bobble 4 Friends,,[130],[4],1.668662846078171,17.0,,,"[174263, 174264]","[334400, 334401, 334402, 334403, 334404, 334405]","[1070, 22799, 87728, 89025, 96452, 113895, 115276, 117939, 118313, 120268]",bubble-bobble-4-friends,,,"One night, a child’s room became enfolded by a miraculous light and every object under its rays suddenly came to life - including the child's most favorite toy, the little dragon called Bub. Full of jealousy, the wicked magician Bonner challenges the friendly dragon to battle.","After more than 10 years, Nintendo Switch players can look forward to a sequel of the cult 80's game series Bubble Bobble by TAITO. The new Bubble Bobble 4 Friends was developed by the original studio TAITO Corporation and will include a brand new local 4-player mode. 
 
As in the previous highly popular series, the thrilling and epic bubble fight starts again!","[1, 268435464, 268435489]",[1],,68.5,2.0,1575072000,https://www.igdb.com/games/bubble-bobble-4-friends,,,[29379],[113297]
176,[25286],,,[26956],,,0,,84792.0,1565481600,,,"[1746884, 1777708]",1565222400.0,,,,[1],"[9, 32]",,121615,[82880],"[478, 2423, 23825]",,PictoQuest,,[130],,4.566224924265295,,,,[174097],"[321548, 321549, 321550, 321551, 321552, 321553, 321554]","[236, 11367, 24426, 27266, 28070, 96217, 106992, 109129, 113360, 116681]",pictoquest,,,,"Challenge your deductive skills by helping our two young heroes on their quest to bring the legendary paintings of Pictoria back! 
 
Look carefully at the numbers on the edges of the grid to stop the sneaky wizard Moonface... 
 
- Face plenty of grids and discover some beautifully animated enemies and artefacts! 
 
- Fight baddies (even bosses!) on the way. Be smart or you could be the target of a critical hit! 
 
- Having some issues with a specific puzzle? Head to the shop and spend some gold on powerful magic items. 
 
- Try to reach the end of the world map, one puzzle at a time. You'll find villagers giving you special missions, too! 
 
PictoQuest is an addictive game for everyone, come save the realm of Pictoria!","[17, 268435465, 268435488, 536871390, 536873335, 536894737]",[17],,,,1579564800,https://www.igdb.com/games/pictoquest,,,[29293],"[113009, 123816]"
177,,,,,,,0,,72445.0,1528761600,,,[1457816],1609372800.0,,,,[2],[4],2.0,103346,[65582],"[164, 546, 6479]",,Ninjala,,[130],[2],1.0,16.0,,,[189255],,"[4052, 10039, 76064, 103269, 103369, 105418, 109277, 112589, 119260, 120268]",ninjala,,,,,"[1, 268435460, 536871076, 536871458, 536877391]",[1],,,,1582156800,https://www.igdb.com/games/ninjala,,,[23587],[80191]
178,,,,,,,0,,76884.0,1547683200,,,"[1708632, 1746788]",1569456000.0,,,,,[14],,114012,[83640],"[509, 2760]",,Fishing Star: World Tour,,[130],,1.445775230718781,4.0,,,[173426],"[320758, 320759, 320760, 320761]","[14733, 109606, 114286, 116349, 116350, 116351, 116352, 116353, 119422, 120795]",fishing-star-world-tour,,,,"In Fishing Star World Tour, players will be able to catch over 180 kinds of fish across 40 different scenic locations from around the world, all the while completing objectives and tracking different species of fish within the game’s “Fish Book”. Players can customize several parts of their fishing gear, including their Lure, Reel, and Rod, each of which has its own stats that can improve your performance. Each time a fish is caught, the Fish Book makes a note of the gear that was used as well as the location of the catch. This information can be extremely helpful, especially when attempting to hook a Boss Fish!","[268435470, 536871421, 536873672]",,,,,1567555200,https://www.igdb.com/games/fishing-star-world-tour,,,[28952],[112258]
179,,70.0,2.0,,,,0,,62017.0,1517356800,,,,1524787200.0,,,,,,,85308,[61299],,,Nintendo Labo: Toy-Con 01 - Variety Kit,,[130],,1.44573653498795,16.0,90.0,1.0,[141890],"[167526, 167527, 167528, 167529, 167530, 167531, 167532, 167535, 167537, 167541]",,nintendo-labo-toy-con-01-variety-kit,,,,"Make, play and discover with 5 different Toy-Con projects",,,,80.0,3.0,1569369600,https://www.igdb.com/games/nintendo-labo-toy-con-01-variety-kit,,,,
180,[23953],,,,,,0,,71207.0,1548201600,,,[1746837],1548892800.0,,,,[1],[9],,114419,[73486],"[193, 2875, 23498, 23499]",,Piczle Colors,,[130],,1.0,,,,[164057],"[280599, 280600, 280601, 280602, 280603, 280604, 280605]","[10603, 20342, 24426, 25222, 25646, 28070, 55173, 55190, 56033, 60044]",piczle-colors,,,"Inventive genius professor Matrix has created a paint, Piczle Paint 3000, that can leech the color out of anything it covers. Needless to say his inventions, including this one, are not safe in the hands of Score-chan. Can you help her and Gig undo the great chaos created by her inevitable mishandling of Piczle Paint 3000? Also there is Dbug the cat who is naturally more concerned with cat matters.","Piczle Colors isn't your typical grid-based color logic-puzzle! Like other puzzles of this type, hints next to each row and above each column tell you how many blocks of each color go in each row or column. By following these hints you can paint each part of the grid and reveal an image. However, these hints do NOT tell you the order they come in! 
 
Smaller puzzles ease you into this new way of thinking. You can work your way through 6 levels with 50 puzzles each, ranging in size from 5x5 to 15x10. Each puzzle lets you start with a randomly cleared row and column if you need a helping hand, but clearing puzzles without using hints earns you coins, which you can use to unlock Piczle Colors' many cool extra features!","[1, 268435465, 536871105, 536873787, 536894410, 536894411]",[1],,,,1548460800,https://www.igdb.com/games/piczle-colors,,,[24469],[99012]
181,,,,,,,0,3136.0,74920.0,1559865600,,,,1540857600.0,,,,"[1, 2]",[9],,119255,[79678],,[9570],Wheel of Fortune,,[130],[2],1.0,,,,[170665],,"[19222, 41349, 80174, 87170, 87507, 88511, 89132, 90788, 95776, 114039]",wheel-of-fortune--6,,,,"Play as a contestant on Wheel of Fortune®, America's favorite TV show, anytime, anywhere! Spin the wheel and put your brain to the test against thousands of unique puzzles. Play solo or challenge players online. Enjoy an authentic TV-show experience with Wheel of Fortune®. Spin the wheel, win special wedges, and experience true-to-the-TV-show rules. Win iconic in-game prizes such as luxurious trips, cars, and up to one million dollars. 
 
Enjoy Classic mode for the original experience, or Quick mode to solve only one puzzle when time is short. Unlock items and personalize your game by upgrading your contestant avatar and the studio set.","[40, 268435465]",[40],,,,1560643200,https://www.igdb.com/games/wheel-of-fortune--6,,,,[108145]
